1200,0,3,0,0.7,0,2,0,0,0,0,0,0
1,0,2072.3,0,4154,1.1172,99,0,2043.7,0,1177,1.0183,96
2,0,1934.1,0,626,1.1119,89,0,2002.2,0,529,1.0718,82
3,0,1882.9,0,752,0.9933,73,0,2094.2,0,759,1.1775,97
4,0,2177.5,0,1454,1.054,99,0,2026.3,0,439,1.1016,80
5,0,2234.5,0,1296,1.1644,99,0,2025.6,0,678,1.0266,93
6,0,1953.8,0,1198,1.1957,97,0,2049.7,0,816,1.1363,96
7,0,1934.2,0,913,1.075,97,0,1983.8,0,898,1.0693,100
8,0,1996.4,0,513,1.0914,73,0,1991,0,924,1.0621,98
9,0,1919.5,0,779,1.3167,93,0,2014.4,0,855,1.0735,97
10,0,2177.5,0,925,1.1675,96,0,2238.8,0,335,0.94768,73
11,0,2177.9,0,1149,1.172,100,0,2193.5,0,379,1.1038,71
12,0,1936.3,0,666,0.96441,89,0,2029.4,0,610,1.0209,80
13,0,2117.8,0,177,1.3774,37,0,2040.3,0,427,1.1023,71
14,0,2074.3,0,1041,0.96753,96,0,2043.7,0,1212,0.93758,100
15,0,1917.8,0,890,0.97623,87,0,1896.9,0,584,1.0529,93
16,0,1957.3,0,914,0.96523,89,0,2124.1,0,543,1.0471,84
17,0,1929.2,0,851,1.0322,87,0,2055.8,0,450,1.0363,78
18,0,1898,0,816,1.1937,99,0,1959.4,0,533,1.1778,84
19,0,2057.8,0,650,1.4147,90,0,1884.1,0,597,1.1983,95
20,0,1960.6,0,759,1.2321,93,0,2016.9,0,525,1.1705,90
21,0,1987.3,0,649,1.2747,91,0,1895.2,0,580,1.0424,92
22,0,2009.6,0,426,1.1513,76,0,2074.9,0,2644,1.221,100
23,0,1881.1,0,915,1.0994,95,0,1961.2,0,699,1.0273,95
24,0,1896.3,0,1065,1.0663,95,0,1955.8,0,694,1.1571,96
25,0,1872.2,0,585,1.0364,86,0,1996.5,0,723,1.0932,96
26,0,2062.7,0,1054,1.0901,94,0,2037.3,0,482,1.2405,71
27,0,2103.6,0,524,1.301,82,0,1950.4,0,603,1.0628,78
28,0,1901.7,0,1377,1.2538,95,0,2009.2,0,514,1.2361,90
29,0,1909.5,0,1088,1.289,96,0,2010,0,602,1.1809,96
30,0,2066.3,0,1322,1.0213,97,0,2056.6,0,527,1.1394,85
31,0,1974.5,0,960,1.2215,88,0,2209.2,0,475,1.0934,88
32,0,1978.5,0,487,1.0965,83,0,2108.1,0,581,1.0166,95
33,0,1367.8,0,253,1.4322,45,0,2096,0,923,1.1067,95
34,0,1998.4,0,1036,0.9481,96,0,1957.3,0,698,1.1106,98
35,0,1967.7,0,1097,1.2416,87,0,1913.8,0,418,1.3167,72
36,0,1904.2,0,593,1.1985,82,0,1920.2,0,342,1.3691,58
37,0,1874.3,0,787,1.2537,86,0,1835.8,0,959,1.1445,97
38,0,2249.3,0,283,1.2323,52,0,1944.2,0,613,1.1673,83
39,0,2048.2,0,455,1.1841,78,0,1922.9,0,547,1.1681,81
40,0,1865.8,0,1287,1.0494,109,0,1934.8,0,405,1.2348,87
41,0,2084.1,0,446,1.369,87,0,1986.7,0,243,0.94893,59
42,0,2047.5,0,413,1.1828,75,0,1993.8,0,1283,1.0633,118
43,0,1909.8,0,806,1.2236,111,0,1902.3,0,197,1.3329,47
44,0,1948.9,0,1114,1.2717,119,0,1930.3,0,422,1.2464,90
45,0,2000.7,0,797,1.2409,113,0,1951.9,0,605,1.1255,109
46,0,2199.5,0,1281,0.9357,121,0,2013,0,1175,1.0562,110
47,0,1993.7,0,869,1.0692,77,0,1968.1,0,210,1.1283,48
48,0,1979.6,0,932,1.0269,69,0,2006.6,0,434,1.0903,80
49,0,2027.2,0,777,1.0151,88,0,1991.9,0,492,1.0929,87
50,0,2061.6,0,757,1.1726,89,0,1812.3,0,200,1.1713,48
51,0,1909.7,0,677,1.1839,80,0,1823.9,0,470,1.0868,79
52,0,2022.3,0,1223,1.183,97,0,2085.2,0,362,1.1739,78
53,0,1887.7,0,695,0.99093,86,0,2132.9,0,296,1.2074,66
54,0,1910,0,756,0.9898,92,0,2035,0,551,1.1199,92
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
