1200,0,3,0,0.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,495.67,0,425.99,0,503.73,0,420.08,0,509.65,0,428.15,0,501.58,0,434.06,0,487.51,0,431.98,0,495.58,0,426.06,0,501.49,0,434.13,0,493.43,0,440.04
2,0,472.75,0,400.97,0,479.82,0,393.9,0,486.89,0,400.97,0,479.82,0,408.04,0,462.96,0,410.76,0,470.03,0,403.68,0,477.1,0,410.76,0,470.03,0,417.83
3,0,465.85,0,384.04,0,471.19,0,375.58,0,479.65,0,380.91,0,474.31,0,389.37,0,450.08,0,409.06,0,455.42,0,400.6,0,463.88,0,405.93,0,458.54,0,414.39
4,0,472.13,0,441.22,0,466.21,0,449.29,0,458.15,0,443.37,0,464.06,0,435.31,0,484.09,0,424.91,0,478.18,0,432.97,0,470.11,0,427.06,0,476.02,0,418.99
5,0,465.89,0,432.9,0,463.11,0,442.51,0,453.51,0,439.73,0,456.29,0,430.12,0,471.87,0,412.24,0,469.09,0,421.84,0,459.49,0,419.06,0,462.27,0,409.46
6,0,399.86,0,385.7,0,393.4,0,393.33,0,385.76,0,386.87,0,392.22,0,379.24,0,411.82,0,371.56,0,405.36,0,379.19,0,397.73,0,372.73,0,404.19,0,365.1
7,0,394.42,0,378.06,0,390.7,0,387.35,0,381.42,0,383.63,0,385.13,0,374.35,0,400.94,0,361.75,0,397.23,0,371.03,0,387.94,0,367.32,0,391.66,0,358.03
8,0,381.89,0,387.68,0,375.65,0,395.49,0,367.84,0,389.24,0,374.08,0,381.43,0,399.29,0,365.93,0,393.05,0,373.74,0,385.24,0,367.49,0,391.49,0,359.68
9,0,392.58,0,326.04,0,395.42,0,316.45,0,405.01,0,319.28,0,402.17,0,328.87,0,381.16,0,364.65,0,384,0,355.06,0,393.59,0,357.89,0,390.75,0,367.48
10,0,344.71,0,306.21,0,349.44,0,297.4,0,358.25,0,302.13,0,353.52,0,310.94,0,332.75,0,328.51,0,337.48,0,319.7,0,346.29,0,324.42,0,341.56,0,333.24
11,0,337.85,0,309.51,0,340.16,0,299.78,0,349.89,0,302.1,0,347.57,0,311.82,0,335.13,0,320.93,0,337.44,0,311.2,0,347.17,0,313.52,0,344.85,0,323.24
12,0,298.8,0,341.31,0,294.76,0,350.46,0,285.61,0,346.42,0,289.65,0,337.28,0,315.11,0,304.33,0,311.08,0,313.48,0,301.93,0,309.45,0,305.96,0,300.3
13,0,418.16,0,356.89,0,422.75,0,348.01,0,431.63,0,352.6,0,427.04,0,361.48,0,410,0,372.66,0,414.59,0,363.78,0,423.48,0,368.37,0,418.88,0,377.25
14,0,232.48,0,389.25,0,222.9,0,386.37,0,225.77,0,376.8,0,235.35,0,379.67,0,237.92,0,390.88,0,228.34,0,388.01,0,231.21,0,378.43,0,240.79,0,381.3
15,0,268.93,0,268.96,0,274.66,0,260.77,0,282.86,0,266.51,0,277.12,0,274.7,0,261.32,0,279.84,0,267.05,0,271.65,0,275.24,0,277.38,0,269.51,0,285.58
16,0,332.39,0,193.04,0,324.49,0,199.16,0,318.36,0,191.25,0,326.27,0,185.13,0,349.25,0,179.99,0,341.34,0,186.11,0,335.22,0,178.2,0,343.13,0,172.08
17,0,348.98,0,183.86,0,353.24,0,192.91,0,344.19,0,197.17,0,339.93,0,188.12,0,344.63,0,174.62,0,348.89,0,183.67,0,339.84,0,187.92,0,335.58,0,178.88
18,0,360.97,0,197.73,0,356.23,0,206.53,0,347.43,0,201.79,0,352.17,0,192.99,0,364.78,0,190.66,0,360.04,0,199.46,0,351.23,0,194.72,0,355.98,0,185.92
19,0,229.01,0,254.41,0,225.59,0,263.81,0,216.19,0,260.39,0,219.61,0,251,0,233.36,0,242.45,0,229.94,0,251.85,0,220.54,0,248.43,0,223.96,0,239.03
20,0,206.4,0,257.13,0,202.2,0,266.21,0,193.13,0,262.02,0,197.32,0,252.94,0,216.18,0,235.93,0,211.99,0,245.01,0,202.91,0,240.81,0,207.1,0,231.74
21,0,258.07,0,241.89,0,263.67,0,233.6,0,271.96,0,239.2,0,266.36,0,247.49,0,244.48,0,262.01,0,250.08,0,253.72,0,258.36,0,259.32,0,252.77,0,267.61
22,0,238.05,0,231.6,0,239.7,0,221.74,0,249.56,0,223.38,0,247.92,0,233.25,0,234.25,0,254.44,0,235.89,0,244.58,0,245.76,0,246.22,0,244.11,0,256.09
23,0,184.72,0,223.63,0,180.24,0,232.57,0,171.3,0,228.1,0,175.77,0,219.15,0,190.15,0,212.75,0,185.68,0,221.69,0,176.74,0,217.22,0,181.21,0,208.28
24,0,175.06,0,216.46,0,170,0,225.09,0,161.38,0,220.03,0,166.43,0,211.41,0,184.31,0,200.69,0,179.25,0,209.32,0,170.62,0,204.26,0,175.68,0,195.64
25,0,183.89,0,203.07,0,185.03,0,193.13,0,194.97,0,194.28,0,193.82,0,204.21,0,182.26,0,217.21,0,183.4,0,207.27,0,193.34,0,208.42,0,192.19,0,218.35
26,0,178.28,0,185.39,0,183.13,0,176.65,0,191.88,0,181.5,0,187.02,0,190.25,0,172.84,0,195.18,0,177.7,0,186.44,0,186.44,0,191.29,0,181.58,0,200.03
27,0,53.915,0,144.4,0,53.915,0,134.4,0,63.915,0,134.4,0,63.915,0,144.4,0,53.915,0,155.82,0,53.915,0,145.82,0,63.915,0,145.82,0,63.915,0,155.82
28,0,78.767,0,172.1,0,78.422,0,182.09,0,68.428,0,181.75,0,68.773,0,171.75,0,79.311,0,156.33,0,78.966,0,166.32,0,68.972,0,165.97,0,69.317,0,155.98
29,0,68.996,0,147.49,0,68.229,0,137.52,0,78.2,0,136.75,0,78.967,0,146.72,0,70.084,0,161.62,0,69.317,0,151.65,0,79.287,0,150.89,0,80.054,0,160.86
30,0,106.14,0,142.73,0,107.25,0,132.79,0,117.19,0,133.89,0,116.08,0,143.83,0,103.42,0,167.2,0,104.53,0,157.26,0,114.47,0,158.36,0,113.36,0,168.3
31,0,127.44,0,147.23,0,127.22,0,137.23,0,137.21,0,137,0,137.44,0,147,0,127.99,0,171.16,0,127.76,0,161.16,0,137.76,0,160.93,0,137.98,0,170.93
32,0,140.93,0,145.13,0,145.09,0,136.03,0,154.18,0,140.19,0,150.02,0,149.29,0,132.23,0,164.16,0,136.39,0,155.07,0,145.48,0,159.23,0,141.32,0,168.32
33,0,108.01,0,189.72,0,105.39,0,199.37,0,95.742,0,196.75,0,98.356,0,187.1,0,115.08,0,163.61,0,112.46,0,173.27,0,102.81,0,170.65,0,105.43,0,161
34,0,172.57,0,141.76,0,179.45,0,134.5,0,186.71,0,141.38,0,179.83,0,148.64,0,143.21,0,172.76,0,150.08,0,165.5,0,157.34,0,172.38,0,150.47,0,179.64
35,0,220.45,0,143.14,0,228.11,0,136.7,0,234.54,0,144.36,0,226.88,0,150.79,0,206.85,0,154.56,0,214.51,0,148.12,0,220.94,0,155.78,0,213.29,0,162.21
36,0,217.4,0,166.72,0,215.94,0,176.61,0,206.05,0,175.16,0,207.5,0,165.26,0,220.12,0,148.23,0,218.66,0,158.12,0,208.77,0,156.67,0,210.22,0,146.77
37,0,230.28,0,204.57,0,236.28,0,196.57,0,244.28,0,202.57,0,238.28,0,210.57,0,225.39,0,211.09,0,231.39,0,203.09,0,239.39,0,209.09,0,233.39,0,217.09
38,0,313.94,0,141.57,0,307.43,0,149.17,0,299.84,0,142.66,0,306.35,0,135.07,0,323.73,0,130.15,0,317.22,0,137.75,0,309.63,0,131.24,0,316.14,0,123.65
39,0,303.52,0,86.543,0,313.52,0,86.543,0,313.52,0,96.543,0,303.52,0,96.543,0,287.21,0,86.543,0,297.21,0,86.543,0,297.21,0,96.543,0,287.21,0,96.543
40,0,329.49,0,71.886,0,331.98,0,82.598,0,321.27,0,85.098,0,318.77,0,74.386,0,325.68,0,55.572,0,328.18,0,66.284,0,317.47,0,68.784,0,314.97,0,58.072
41,0,248.76,0,170.33,0,248.76,0,181.33,0,237.76,0,181.33,0,237.76,0,170.33,0,248.76,0,153.47,0,248.76,0,164.47,0,237.76,0,164.47,0,237.76,0,153.47
42,0,270.51,0,59.555,0,263.83,0,50.81,0,272.58,0,44.137,0,279.25,0,52.881,0,286.28,0,80.219,0,279.6,0,71.475,0,288.35,0,64.801,0,295.02,0,73.546
43,0,364.92,0,21.349,0,359.14,0,11.99,0,368.5,0,6.2098,0,374.28,0,15.569,0,376.34,0,39.838,0,370.56,0,30.48,0,379.92,0,24.699,0,385.7,0,34.058
44,0,316.28,0,52.651,0,315.87,0,41.659,0,326.86,0,41.252,0,327.27,0,52.244,0,316.82,0,67.334,0,316.42,0,56.341,0,327.41,0,55.934,0,327.82,0,66.927
45,0,330.1,0,56.348,0,325.77,0,46.238,0,335.88,0,41.905,0,340.21,0,52.015,0,333.37,0,63.962,0,329.03,0,53.851,0,339.14,0,49.518,0,343.48,0,59.629
46,0,279.25,0,60.759,0,278.94,0,49.763,0,289.94,0,49.458,0,290.24,0,60.454,0,279.79,0,80.336,0,279.49,0,69.34,0,290.48,0,69.035,0,290.79,0,80.031
47,0,376.78,0,8.1822,0,376.11,0,-2.7977,0,387.09,0,-3.4631,0,387.76,0,7.5167,0,377.86,0,26.128,0,377.2,0,15.148,0,388.18,0,14.482,0,388.84,0,25.462
48,0,511.41,0,234.3,0,514.35,0,243.85,0,504.79,0,246.79,0,501.85,0,237.24,0,507.05,0,220.16,0,510,0,229.71,0,500.44,0,232.66,0,497.5,0,223.1
49,0,499.16,0,209.49,0,498.37,0,199.52,0,508.34,0,198.73,0,509.12,0,208.7,0,500.79,0,230.15,0,500,0,220.18,0,509.97,0,219.4,0,510.76,0,229.37
50,0,501.92,0,242.64,0,506,0,251.77,0,496.87,0,255.85,0,492.79,0,246.72,0,492.67,0,221.98,0,496.76,0,231.1,0,487.63,0,235.19,0,483.55,0,226.06
51,0,463.49,0,218.22,0,461.36,0,208.44,0,471.14,0,206.32,0,473.26,0,216.09,0,466.21,0,230.72,0,464.08,0,220.95,0,473.85,0,218.83,0,475.98,0,228.6
52,0,466.87,0,239.35,0,466.87,0,249.35,0,456.87,0,249.35,0,456.87,0,239.35,0,466.87,0,224.13,0,466.87,0,234.13,0,456.87,0,234.13,0,456.87,0,224.13
53,0,456.19,0,237.05,0,451.23,0,245.74,0,442.54,0,240.77,0,447.51,0,232.09,0,462.71,0,225.63,0,457.75,0,234.32,0,449.07,0,229.35,0,454.03,0,220.67
54,0,447.49,0,225.74,0,450.04,0,235.41,0,440.36,0,237.95,0,437.82,0,228.28,0,444.77,0,215.4,0,447.32,0,225.08,0,437.65,0,227.62,0,435.1,0,217.95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
